has_@,has_any_letters,has_any_numbers,has_special_characters,has_spaces,has_punctuation,is_capitalized,has_http_https_www,has_com_org_net,has_person_name,has_city_name,has_organization,label,data
1,1,0,0,0,0,0,0,1,0,0,0,email,carias@example.org
1,1,1,0,0,0,0,0,1,0,0,0,email,crystal92@example.org
1,1,0,0,0,0,0,0,1,0,0,0,email,clarkheather@example.com
1,1,0,0,0,0,0,0,1,0,0,0,email,qparker@example.org
1,1,0,0,0,0,0,0,1,0,0,0,email,kruegerkari@example.net
1,1,0,0,0,0,0,0,1,0,0,0,email,hriley@example.net
1,1,1,0,0,0,0,0,1,0,0,0,email,nicholas17@example.org
1,1,0,0,0,0,0,0,1,0,0,0,email,crystalhogan@example.org
1,1,0,0,0,0,0,0,1,0,0,0,email,tammyfranco@example.org
1,1,0,0,0,0,0,0,1,0,0,0,email,watsonwhitney@example.org
1,1,0,0,0,0,0,0,1,0,0,0,email,nriggs@example.org
1,1,0,0,0,0,0,0,1,0,0,0,email,sgonzalez@example.net
1,1,0,0,0,0,0,0,1,0,0,0,email,catherinemartinez@example.net
1,1,0,0,0,0,0,0,1,0,0,0,email,buckbrenda@example.net
1,1,0,0,0,0,0,0,1,0,0,0,email,rogersshane@example.net
1,1,0,0,0,0,0,0,1,0,0,0,email,jasonmorgan@example.net
1,1,0,0,0,0,0,0,1,0,0,0,email,hoodangela@example.com
1,1,0,0,0,0,0,0,1,0,0,0,email,jamesstanton@example.org
1,1,1,0,0,0,0,0,1,0,0,0,email,cynthia42@example.com
1,1,1,0,0,0,0,0,1,0,0,0,email,abigail82@example.net
1,1,0,0,0,0,0,0,1,0,0,0,email,martinweber@example.org
1,1,0,0,0,0,0,0,1,0,0,0,email,leeangela@example.org
1,1,0,0,0,0,0,0,1,0,0,0,email,smithjoseph@example.net
1,1,0,0,0,0,0,0,1,0,0,0,email,cookwillie@example.org
1,1,0,0,0,0,0,0,1,0,0,0,email,vchavez@example.org
1,1,1,0,0,0,0,0,1,0,0,0,email,donna18@example.org
1,1,1,0,0,0,0,0,1,0,0,0,email,miguel63@example.org
1,1,0,0,0,0,0,0,1,0,0,0,email,xowens@example.org
1,1,0,0,0,0,0,0,1,0,0,0,email,josepholiver@example.org
1,1,0,0,0,0,0,0,1,0,0,0,email,ehughes@example.com
1,1,0,0,0,0,0,0,1,0,0,0,email,jorgemoore@example.com
1,1,0,0,0,0,0,0,1,0,0,0,email,phillipscarol@example.org
1,1,1,0,0,0,0,0,1,0,0,0,email,andrea38@example.net
1,1,0,0,0,0,0,0,1,0,0,0,email,nmack@example.net
1,1,0,0,0,0,0,0,1,0,0,0,email,sherimueller@example.net
1,1,1,0,0,0,0,0,1,0,0,0,email,sandra88@example.net
1,1,0,0,0,0,0,0,1,0,0,0,email,ashleyhoward@example.org
1,1,0,0,0,0,0,0,1,0,0,0,email,wsavage@example.com
1,1,1,0,0,0,0,0,1,0,0,0,email,ann25@example.org
1,1,0,0,0,0,0,0,1,0,0,0,email,zoeknight@example.net
1,1,1,0,0,0,0,0,1,0,0,0,email,donald02@example.net
1,1,0,0,0,0,0,0,1,0,0,0,email,gentrygabriel@example.com
1,1,0,0,0,0,0,0,1,0,0,0,email,greenchristopher@example.net
1,1,0,0,0,0,0,0,1,0,0,0,email,perezadam@example.com
1,1,0,0,0,0,0,0,1,0,0,0,email,mwilson@example.net
1,1,0,0,0,0,0,0,1,0,0,0,email,susancollins@example.net
1,1,0,0,0,0,0,0,1,0,0,0,email,qfernandez@example.net
1,1,0,0,0,0,0,0,1,0,0,0,email,bowentaylor@example.com
1,1,1,0,0,0,0,0,1,0,0,1,email,willie05@example.com
1,1,0,0,0,0,0,0,1,0,0,0,email,jmendoza@example.org
1,1,1,0,0,0,0,0,1,0,0,0,email,jeremy96@example.com
1,1,0,0,0,0,0,0,1,0,0,0,email,fmoon@example.net
1,1,0,0,0,0,0,0,1,0,0,0,email,ybrooks@example.org
1,1,1,0,0,0,0,0,1,0,0,0,email,nancy22@example.org
1,1,0,0,0,0,0,0,1,0,0,0,email,sullivananthony@example.org
1,1,0,0,0,0,0,0,1,0,0,0,email,nicholsjordan@example.org
1,1,1,0,0,0,0,0,1,0,0,0,email,travis92@example.com
1,1,1,0,0,0,0,0,1,0,0,0,email,cynthia64@example.com
1,1,0,0,0,0,0,0,1,0,0,0,email,kimberlyhamilton@example.org
1,1,0,0,0,0,0,0,1,0,0,0,email,pmarshall@example.net
1,1,0,0,0,0,0,0,1,0,0,0,email,michaelwallace@example.net
1,1,1,0,0,0,0,0,1,0,0,0,email,andrew87@example.com
1,1,0,0,0,0,0,0,1,0,0,0,email,conleycarly@example.net
1,1,0,0,0,0,0,0,1,0,0,0,email,ehall@example.net
1,1,0,0,0,0,0,0,1,0,0,0,email,bwright@example.com
1,1,0,0,0,0,0,0,1,0,0,1,email,cruzkathryn@example.org
1,1,0,0,0,0,0,0,1,0,0,0,email,qharris@example.net
1,1,0,0,0,0,0,0,1,0,0,0,email,uclark@example.org
1,1,0,0,0,0,0,0,1,0,0,0,email,allenchristopher@example.net
1,1,0,0,0,0,0,0,1,0,0,0,email,benjaminblair@example.org
1,1,0,0,0,0,0,0,1,0,0,0,email,hross@example.net
1,1,0,0,0,0,0,0,1,0,0,0,email,crystalbrowning@example.net
1,1,1,0,0,0,0,0,1,0,0,0,email,mitchell32@example.net
1,1,0,0,0,0,0,0,1,0,0,0,email,halelisa@example.org
1,1,1,0,0,0,0,0,1,0,0,0,email,richard99@example.net
1,1,0,0,0,0,0,0,1,0,0,0,email,jamesandrews@example.net
1,1,0,0,0,0,0,0,1,0,0,0,email,sharonadams@example.net
1,1,1,0,0,0,0,0,1,0,0,0,email,alexandra50@example.net
1,1,0,0,0,0,0,0,1,0,0,0,email,rodgersrichard@example.org
1,1,1,0,0,0,0,0,1,0,0,0,email,roberto43@example.org
0,0,1,1,0,0,0,0,0,0,0,0,phone_number,9093882013
0,1,1,0,0,0,0,0,0,0,0,0,phone_number,(964)452-9707x37676
0,1,1,0,0,0,0,0,0,0,0,0,phone_number,945.327.9756x5396
0,1,1,0,0,0,0,0,0,0,0,0,phone_number,001-575-340-6704x449
0,1,1,0,0,0,0,0,0,0,0,0,phone_number,001-660-963-7245x25828
0,1,1,0,0,0,0,0,0,0,0,0,phone_number,(901)534-5218x4842
0,1,1,0,0,0,0,0,0,0,0,0,phone_number,855-570-9683x38445
0,1,1,0,0,0,0,0,0,0,0,0,phone_number,001-235-701-3324x32591
0,1,1,0,0,0,0,0,0,0,0,0,phone_number,307.738.0198x841
0,0,1,0,0,0,0,0,0,0,0,0,phone_number,+1-529-229-3831
0,0,1,0,0,0,0,0,0,0,0,0,phone_number,(501)320-6708
0,0,1,1,0,0,0,0,0,0,0,0,phone_number,6316589234
0,1,1,0,0,0,0,0,0,0,0,0,phone_number,(715)699-4483x036
0,1,1,0,0,0,0,0,0,0,0,0,phone_number,654-711-6056x367
0,0,1,1,0,0,0,0,0,0,0,0,phone_number,4829211735
0,1,1,0,0,0,0,0,0,0,0,0,phone_number,001-475-600-8392x499
0,1,1,0,0,0,0,0,0,0,0,0,phone_number,(992)539-4913x095
0,1,1,0,0,0,0,0,0,0,0,0,phone_number,+1-817-802-3520x79229
0,1,1,0,0,0,0,0,0,0,0,0,phone_number,387.574.4343x196
0,1,1,0,0,0,0,0,0,0,0,0,phone_number,001-331-877-1810x83596
0,0,1,0,0,0,0,0,0,0,0,0,phone_number,901.994.8878
0,1,1,0,0,0,0,0,0,0,0,0,phone_number,+1-756-516-7288x319
0,1,1,0,0,0,0,0,0,0,0,0,phone_number,308.980.5500x56875
0,0,1,1,0,0,0,0,0,0,0,0,phone_number,3254483492
0,0,1,0,0,0,0,0,0,0,0,0,phone_number,483.753.2555
0,1,1,0,0,0,0,0,0,0,0,0,phone_number,+1-389-442-6579x1364
0,0,1,0,0,0,0,0,0,0,0,0,phone_number,375.400.4089
0,0,1,0,0,0,0,0,0,0,0,0,phone_number,882-928-7822
0,1,1,0,0,0,0,0,0,0,0,0,phone_number,(924)834-3127x4685
0,1,1,0,0,0,0,0,0,0,0,0,phone_number,288-560-0172x066
0,1,1,0,0,0,0,0,0,0,0,0,phone_number,(206)525-1556x63223
0,1,1,0,0,0,0,0,0,0,0,0,phone_number,(369)838-6951x34077
0,1,1,0,0,0,0,0,0,0,0,0,phone_number,+1-845-269-0520x0522
0,1,1,0,0,0,0,0,0,0,0,0,phone_number,878-306-0414x3840
0,1,1,0,0,0,0,0,0,0,0,0,phone_number,546.461.4612x4694
0,0,1,0,0,0,0,0,0,0,0,0,phone_number,(966)942-6743
0,1,1,0,0,0,0,0,0,0,0,0,phone_number,+1-721-879-9518x38387
0,0,1,0,0,0,0,0,0,0,0,0,phone_number,(777)440-0105
0,1,1,0,0,0,0,0,0,0,0,0,phone_number,672.438.7013x7563
0,1,1,0,0,0,0,0,0,0,0,0,phone_number,887-332-4907x682
0,1,1,0,0,0,0,0,0,0,0,0,phone_number,001-481-437-8429x70229
0,1,1,0,0,0,0,0,0,0,0,0,phone_number,886-738-0404x5389
0,0,1,0,0,0,0,0,0,0,0,0,phone_number,446-973-0093
0,1,1,0,0,0,0,0,0,0,0,0,phone_number,783-652-1772x22160
0,1,1,0,0,0,0,0,0,0,0,0,phone_number,001-238-798-2621x87140
0,0,1,0,0,0,0,0,0,0,0,0,phone_number,702.534.5627
0,0,1,0,0,0,0,0,0,0,0,0,phone_number,+1-286-432-2372
0,1,1,0,0,0,0,0,0,0,0,0,phone_number,529-209-9399x609
0,1,1,0,0,0,0,0,0,0,0,0,phone_number,001-445-283-6045x465
0,0,1,0,0,0,0,0,0,0,0,0,phone_number,333.608.1447
0,1,1,0,0,0,0,0,0,0,0,0,phone_number,565.893.6996x4087
0,1,1,0,0,0,0,0,0,0,0,0,phone_number,998.526.3622x858
0,1,1,0,0,0,0,0,0,0,0,0,phone_number,790-762-8249x0846
0,0,1,0,0,0,0,0,0,0,0,0,phone_number,(554)882-6103
0,1,1,0,0,0,0,0,0,0,0,0,phone_number,335-888-8245x274
0,1,1,0,0,0,0,0,0,0,0,0,phone_number,(476)621-2719x11327
0,1,1,0,0,0,0,0,0,0,0,0,phone_number,001-873-688-0170x67679
0,1,1,0,0,0,0,0,0,0,0,0,phone_number,(907)673-8971x00079
0,0,1,1,0,0,0,0,0,0,0,0,phone_number,7182460126
0,0,1,0,0,0,0,0,0,0,0,0,phone_number,474-691-6659
0,1,1,0,0,0,0,0,0,0,0,0,phone_number,+1-566-500-2035x94592
0,1,1,0,0,0,0,0,0,0,0,0,phone_number,215.513.1576x5313
0,1,1,0,0,0,0,0,0,0,0,0,phone_number,325.204.9431x939
0,1,1,0,0,0,0,0,0,0,0,0,phone_number,559.689.6429x203
0,1,1,0,0,0,0,0,0,0,0,0,phone_number,001-832-787-4245x570
0,1,1,0,0,0,0,0,0,0,0,0,phone_number,001-288-811-0803x659
0,0,1,1,0,0,0,0,0,0,0,0,phone_number,7137439191
0,0,1,0,0,0,0,0,0,0,0,0,phone_number,(448)504-4523
0,1,1,0,0,0,0,0,0,0,0,0,phone_number,852.985.8812x6937
0,0,1,0,0,0,0,0,0,0,0,0,phone_number,+1-327-915-8706
0,1,1,0,0,0,0,0,0,0,0,0,phone_number,543-535-9903x949
0,1,1,0,0,0,0,0,0,0,0,0,phone_number,(938)802-3322x135
0,0,1,0,0,0,0,0,0,0,0,0,phone_number,+1-239-737-7026
0,1,1,0,0,0,0,0,0,0,0,0,phone_number,+1-511-626-1623x53550
0,0,1,0,0,0,0,0,0,0,0,0,phone_number,(424)629-2331
0,1,1,0,0,0,0,0,0,0,0,0,phone_number,951.671.8600x701
0,0,1,0,0,0,0,0,0,0,0,0,phone_number,842-565-0301
0,1,1,0,0,0,0,0,0,0,0,0,phone_number,856-744-5473x3458
0,0,1,0,0,0,0,0,0,0,0,0,phone_number,(663)688-6890
0,0,1,0,0,0,0,0,0,0,0,0,phone_number,735-969-8194
0,1,1,0,0,0,0,0,0,0,0,0,phone_number,470-776-9833x06934
0,0,1,0,0,0,0,0,0,0,0,0,phone_number,618.918.1390
0,1,1,0,0,0,0,0,0,0,0,0,phone_number,(424)976-8447x06029
0,1,1,0,0,0,0,0,0,0,0,0,phone_number,+1-431-335-4459x96270
0,1,1,0,0,0,0,0,0,0,0,0,phone_number,758.675.9054x48581
0,1,1,0,0,0,0,0,0,0,0,0,phone_number,+1-303-297-7701x7580
0,1,1,0,0,0,0,0,0,0,0,0,phone_number,001-737-882-5186x53715
0,0,1,0,0,0,0,0,0,0,0,0,phone_number,397.241.7912
0,1,1,0,0,0,0,0,0,0,0,0,phone_number,214.400.1937x96700
0,1,1,0,0,0,0,0,0,0,0,0,phone_number,320.557.1526x05101
0,1,1,0,0,0,0,0,0,0,0,0,phone_number,+1-671-948-2304x5130
0,0,1,0,0,0,0,0,0,0,0,0,phone_number,792.403.2298
0,0,1,0,0,0,0,0,0,0,0,0,phone_number,789.356.7166
0,0,1,0,0,0,0,0,0,0,0,0,phone_number,(405)253-2845
0,1,1,0,0,0,0,0,0,0,0,0,phone_number,437.629.1857x186
0,1,1,0,0,0,0,0,0,0,0,0,phone_number,001-747-604-0829x40148
0,1,1,0,0,0,0,0,0,0,0,0,phone_number,292.969.3688x78070
0,0,1,0,0,0,0,0,0,0,0,0,phone_number,(373)583-0031
0,1,1,0,0,0,0,0,0,0,0,0,phone_number,(893)490-5421x1699
0,0,1,0,0,0,0,0,0,0,0,0,phone_number,(544)568-5400
0,1,1,0,1,0,0,0,0,1,1,1,address,"06173 Kelley Oval Suite 740 Griffinport, WY 95218"
0,1,1,0,1,0,0,0,0,1,1,0,address,"992 Alexandria Extensions South Madeline, FM 76565"
0,1,1,0,1,0,0,0,0,1,0,0,address,"645 Daniel Corners Apt. 572 South Christopher, ME 02991"
0,1,1,0,1,0,0,0,0,0,1,0,address,"599 Fox Springs Suite 080 Franklinville, DE 15263"
0,1,1,0,1,0,1,0,0,0,0,0,address,Unit 6798 Box 6126 DPO AA 87553
0,1,1,0,1,0,1,0,0,0,0,0,address,USNV Ferrell FPO AA 80884
0,1,1,0,1,0,0,0,0,0,0,0,address,"972 Stephanie Lock Suite 502 Stephaniestad, MO 47556"
0,1,1,0,1,0,0,0,0,1,1,0,address,"68223 Espinoza Lane North Emilyburgh, VA 28766"
0,1,1,0,1,0,0,0,0,1,0,0,address,"84477 Karen Locks Jayport, AR 27373"
0,1,1,0,1,0,0,0,0,1,0,0,address,"389 Joseph Square Suite 902 South David, ID 60786"
0,1,1,0,1,0,0,0,0,0,0,1,address,"853 Monique Heights Lake Thomas, MN 41522"
0,1,1,0,1,0,0,0,0,0,1,0,address,"17141 Theresa Valley Suite 727 East Jacobshire, WY 18693"
0,1,1,0,1,0,1,0,0,0,0,1,address,"PSC 9343, Box 0329 APO AE 39343"
0,1,1,0,1,0,0,0,0,1,0,0,address,"204 Scott Ferry Drakeside, AR 58528"
0,1,1,0,1,0,0,0,0,1,0,0,address,"781 Blair Knolls Suite 370 North Jessicaville, DC 67252"
0,1,1,0,1,0,0,0,0,1,0,0,address,"026 Bradley Glen Suite 499 Port Robert, MS 94280"
0,1,1,0,1,0,1,0,0,0,0,0,address,"PSC 1685, Box 2668 APO AE 13574"
0,1,1,0,1,0,0,0,0,1,0,0,address,"744 Laura Union Suite 696 Vanessamouth, MT 47068"
0,1,1,0,1,0,0,0,0,0,0,0,address,"941 Robinson Fork Port Julie, NV 19175"
0,1,1,0,1,0,0,0,0,1,0,0,address,"3770 Gonzalez Falls Howellchester, DC 81419"
0,1,1,0,1,0,1,0,0,0,0,0,address,Unit 5776 Box 6276 DPO AA 27981
0,1,1,0,1,0,0,0,0,1,1,0,address,"1215 Benjamin Grove Suite 630 Kimberlyside, MO 57233"
0,1,1,0,1,0,1,0,0,0,0,1,address,Unit 5885 Box 4639 DPO AP 21550
0,1,1,0,1,0,0,0,0,0,0,0,address,"6122 Whitney Ridges South Erin, UT 78750"
0,1,1,0,1,0,0,0,0,1,0,0,address,"6775 Mitchell Parkways North Courtney, SD 43702"
0,1,1,0,1,0,0,0,0,1,0,0,address,"264 Jackson Prairie Apt. 246 Jonesfurt, AZ 01123"
0,1,1,0,1,0,0,0,0,1,1,0,address,"378 Nicholas Drive Suite 465 Jerryton, TN 46759"
0,1,1,0,1,0,0,0,0,0,0,1,address,"3373 Brown Valleys Lake Larryburgh, AK 21007"
0,1,1,0,1,0,0,0,0,1,0,1,address,"9759 Mary Divide Apt. 357 West Marcusborough, NY 33542"
0,1,1,0,1,0,0,0,0,1,1,0,address,"427 James Row Suite 612 Lake Kevin, MD 06820"
0,1,1,0,1,0,0,0,0,1,0,0,address,"09306 Kayla Ramp Davisville, RI 87037"
0,1,1,0,1,0,0,0,0,0,1,1,address,"582 Melody Forest Apt. 586 East Anna, MO 36280"
0,1,1,0,1,0,0,0,0,1,1,0,address,"95564 Allen Mall Suite 642 West Leslie, OH 59513"
0,1,1,0,1,0,0,0,0,0,0,0,address,"14835 Brian Row Suite 479 Murphyburgh, AS 52088"
0,1,1,0,1,0,0,0,0,0,1,0,address,"272 Margaret Road East Sean, MD 28189"
0,1,1,0,1,0,0,0,0,0,0,1,address,"619 Ford Curve Suite 968 Durhamtown, NJ 42336"
0,1,1,0,1,0,0,0,0,1,0,1,address,"094 Larry Cliff Alyssachester, RI 86279"
0,1,1,0,1,0,0,0,0,0,1,0,address,"8098 Villarreal Field South Louis, ND 62540"
0,1,1,0,1,0,0,0,0,0,0,0,address,"1228 Crawford Rue East James, OH 37951"
0,1,1,0,1,0,0,0,0,1,0,0,address,"826 Pennington Branch Apt. 838 Port Catherine, ME 66927"
0,1,1,0,1,0,0,0,0,1,0,0,address,"2186 Joan Turnpike Byrdhaven, MT 56540"
0,1,1,0,1,0,1,0,0,0,0,1,address,"PSC 4055, Box 0128 APO AP 61840"
0,1,1,0,1,0,0,0,0,0,1,1,address,"9038 Krystal Unions Suite 095 Lake Ryan, IL 56271"
0,1,1,0,1,0,0,0,0,1,0,1,address,"934 Vicki Mews North Pamelamouth, MH 12951"
0,1,1,0,1,0,0,0,0,1,0,0,address,"2329 Jonathan Field Apt. 055 North Sarah, OH 80872"
0,1,1,0,1,0,0,0,0,0,0,0,address,"9203 Matthews Parkway Suite 320 Amyborough, DE 67783"
0,1,1,0,1,0,0,0,0,0,0,0,address,"33023 Rogers Expressway Suite 548 Kristenville, AR 60018"
0,1,1,0,1,0,0,0,0,1,0,1,address,"931 Turner Courts Suite 142 New Kevin, FM 87575"
0,1,1,0,1,0,0,0,0,1,0,0,address,"7169 Maria Hill New Lori, MP 27625"
0,1,1,0,1,0,0,0,0,1,1,0,address,"541 Jenna Course Lake Alicia, MD 43204"
0,1,1,0,1,0,0,0,0,1,0,0,address,"9104 Jimenez Isle Suite 636 West John, CT 19929"
0,1,1,0,1,0,0,0,0,1,0,0,address,"868 Robert Burg Suite 069 Lake Kimberlyport, MS 53848"
0,1,1,0,1,0,0,0,0,1,0,1,address,"225 Kelly Ways South Ricardo, ND 40055"
0,1,1,0,1,0,0,0,0,1,0,0,address,"0404 Michelle Overpass Apt. 477 Johnshire, MO 95693"
0,1,1,0,1,0,0,0,0,1,0,1,address,"6254 Jackson Wells Andrewshire, NM 09143"
